variant,seed,f1,auc,best_dev_f1,accuracy
abl_l_0.5,271,0.878122634367903,0.9369388812154696,0.8870262390670554,0.863905325443787
abl_l_0.5,577,0.8750946252838758,0.9353130755064456,0.8880706921944036,0.8605240912933221
abl_l_0.5,999,0.880597014925373,0.935833908839779,0.8826086956521739,0.8647506339814032
abl_l_0.5,8128,0.8773800456968773,0.9340210635359116,0.8825490922563912,0.863905325443787
abl_l_1.0,42,0.8762190547636909,0.9328614180478824,0.8832302655511095,0.8605240912933221
abl_l_1.0,123,0.8705357142857142,0.9293421961325968,0.8837711406980927,0.852916314454776
abl_l_1.0,456,0.8784489187173751,0.9318024861878452,0.8827338129496404,0.8622147083685545
abl_l_1.0,789,0.8722927557879014,0.9290573204419892,0.8844076341375586,0.8554522400676247
abl_l_1.0,2024,0.8762338648443432,0.9316240791896868,0.8838235294117648,0.8622147083685545
abl_l_1.0,7,0.8697604790419161,0.930136395027624,0.8868679519825391,0.852916314454776
abl_l_1.0,13,0.883720930232558,0.931727670349908,0.8812204867417364,0.8689771766694844
abl_l_1.0,99,0.8732600732600733,0.9276099217311232,0.8833392793435605,0.8537616229923922
abl_l_1.0,2025,0.8807749627421759,0.9351778314917129,0.8868127919511318,0.8647506339814032
abl_l_1.0,314,0.8788562829194884,0.9332470073664824,0.8852578068264342,0.863905325443787
abl_l_1.0,1618,0.8715251690458301,0.9310169198895027,0.8801742919389978,0.8554522400676247
abl_l_1.0,271,0.8700906344410877,0.9329851519337018,0.8880787458986512,0.8546069315300084
abl_l_1.0,577,0.8841786525359575,0.934328959484346,0.8838568298027757,0.8706677937447168
abl_l_1.0,999,0.8704119850187266,0.9359633977900552,0.8842945230322815,0.8537616229923922
abl_l_1.0,8128,0.8826151560178306,0.928053061694291,0.8857040487280545,0.8664412510566357
abl_t_last,42,0.8882265275707899,0.9312442449355433,0.8863142650253439,0.8732037193575655
abl_t_last,123,0.8714828897338402,0.932015423572744,0.8819829818719941,0.8571428571428571
abl_t_last,456,0.8873974645786726,0.9369503913443832,0.8802045288531775,0.8723584108199492
abl_t_last,789,0.877245508982036,0.9375748158379372,0.8839088905216752,0.8613693998309383
abl_t_last,2024,0.88441461595824,0.9378740791896868,0.8821182444686253,0.8689771766694844
abl_t_last,7,0.8822652757078987,0.9363345994475138,0.8864786695589298,0.8664412510566357
abl_t_last,13,0.8728103579588729,0.9340584714548804,0.8848439821693908,0.8588334742180896
abl_t_last,99,0.8795811518324608,0.938400667587477,0.8826086956521739,0.863905325443787
abl_t_last,2025,0.8794007490636704,0.9336556169429098,0.8830022075055187,0.863905325443787
abl_t_last,314,0.886056971514243,0.9379201197053408,0.8894564027727107,0.871513102282333
abl_t_last,1618,0.8811292719167905,0.936400782688766,0.8820101966496723,0.8647506339814032
abl_t_last,271,0.8747186796699176,0.9338282688766114,0.8856518572469047,0.8588334742180896
abl_t_last,577,0.8800000000000001,0.930084599447514,0.8857657657657657,0.8630600169061707
abl_t_last,999,0.8773513920240783,0.9331549263351748,0.8816654492330168,0.8622147083685545
abl_t_last,8128,0.8789712556732224,0.9351174033149172,0.8826979472140764,0.8647506339814032
